Probe,SYN-REF2-01,SYN-REF2-02,SYN-REF2-03,SYN-REF2-04,SYN-REF2-05,SYN-REF2-06,SYN-REF2-07,SYN-REF2-08,SYN-REF2-09,SYN-REF2-10,SYN-REF2-11,SYN-REF2-12,SYN-REF2-13,SYN-REF2-14,SYN-REF2-15,SYN-REF2-16,SYN-REF2-17,SYN-REF2-18,SYN-REF2-19,SYN-REF2-20,SYN-REF2-21,SYN-REF2-22,SYN-REF2-23,SYN-REF2-24,SYN-REF2-25,SYN-REF2-26,SYN-REF2-27,SYN-REF2-28
cgSYNK00011,0.3731641380247851,0.4549426089134765,0.3855141608802906,0.44537480246615235,0.4719110760778835,0.44588899194506226,0.5045018944691352,0.361754162553598,0.36583434751204413,0.4544952505602341,0.4098973911050639,0.3759999470611771,0.4363806343555301,0.3188977800460763,0.42245980730969435,0.443865317065988,0.4125782162940639,0.4971554479344995,0.4882175672964869,0.4183349231443873,0.40034612046254264,0.39630388517266957,0.5019453928461388,0.3475864807300052,0.4355611553687071,0.6446337563286924,0.5699685255903154,0.5049900123315393
cgSYNK00012,0.5885641895081399,0.673497079611081,0.5946753262840735,0.5755307987785195,0.5624005070153673,0.5993561229501299,0.599926659773417,0.6007947910824116,0.6361133363939933,0.6251391914958969,0.6640625033502568,0.551360954662374,0.5510843184705562,0.6045983078441571,0.5752609217639477,0.6804834340120576,0.5500875619916975,0.5294256088636675,0.625488666388596,0.4819623401492904,0.5834839602662173,0.6620243181178943,0.7372006925429164,0.6703256534335289,0.5754831161189506,0.6956946468498103,0.7073304694005277,0.7173073592361805
cgSYNK00013,0.17769618403273976,0.24003402451403769,0.34954086747589497,0.289620550039264,0.2409008601182749,0.16257779673335673,0.19900564547841895,0.32695215005728295,0.26600506873897134,0.29699597599307526,0.20300958783850584,0.1541468334341484,0.25796014444611337,0.284432428537401,0.09227195927363246,0.3195504471721975,0.22049455360173578,0.23901430424255257,0.1566231630208775,0.2946289026744252,0.20437337919826956,0.27242571272733473,0.23769735647298926,0.3228648906679257,0.2381390677299741,0.3863475103522863,0.304690968615315,0.37632058276756375
cgSYNK00014,0.7027871949247722,0.6420748234660862,0.6656179826123797,0.6661425655077675,0.6526001135682197,0.6173371196363381,0.64498647638828,0.6555475505402532,0.596432428779958,0.6701159968304299,0.6269596697355473,0.6603465261900127,0.6127698696926192,0.7599478576384033,0.6354821082588336,0.7158248208445489,0.7280630584914889,0.7008692302674336,0.6027783912395113,0.6166464203341735,0.7796746275819183,0.7374335828854739,0.6275039478606319,0.6905549531973583,0.7636327275245591,0.8552787645998003,0.8265714601012678,0.8048131427701555
cgSYNK00015,0.005,0.04566795458056348,0.022707076644897753,0.027936065196511553,0.030777183192374227,0.005,0.04196539947380716,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.062038240758229515,0.013995100411644076,0.005,0.005,0.021548407712086395,0.0447950919362433,0.005,0.005,0.04445017190764276,0.005,0.005,0.22351372581066403,0.05316641722656896,0.14912661156823864
cgSYNK00016,0.8268957640917831,0.8423610307955766,0.8049273327821383,0.802303704165616,0.7554929837608887,0.777178916214789,0.8682809896996323,0.7171931852011637,0.72372161468367,0.743447612708449,0.8315630683968543,0.8105111055068182,0.7457126908567733,0.7769427801449463,0.8353277280417164,0.784529776397472,0.8017008437948101,0.7130905937671002,0.8286780049591657,0.8755301556838389,0.7462219709903908,0.713931699930272,0.8432681737008682,0.6715158525840029,0.734053156180976,0.8326394744133294,0.8180517447863347,0.7518961061860284
cgSYNK00017,0.4743836118837411,0.6061359308112498,0.5804252318866587,0.5305905006132042,0.5356451657283265,0.5471197084038261,0.5778669561402255,0.48897111730513054,0.5510471786309873,0.6013923812475445,0.4987032022131256,0.5410148636221149,0.5468456799918396,0.5005332046974561,0.4855584164226051,0.5082065835339228,0.5559787833248202,0.5820933269715612,0.5655456078770845,0.5734388273402375,0.43305389286563245,0.5310608115862224,0.5992229409446769,0.5446814717307805,0.6429610240626428,0.6962588636882028,0.6861168845677569,0.5865443518554103
cgSYNK00018,0.4706948145696243,0.42393483847688695,0.5055910388139042,0.5043717240442931,0.38203514185608245,0.31493161322745106,0.34301229198400685,0.4995858370513569,0.41198836488904117,0.3454176109490727,0.4251326254477602,0.557503708500877,0.4805150532478674,0.38889443298348364,0.392034719658513,0.4282714949088664,0.44012016126829573,0.4049507025953834,0.4593529522599778,0.49306390634545455,0.45363991567819245,0.42382454522742286,0.37314422410682635,0.5147678334239039,0.42346488591169684,0.4605576117895807,0.5294385844268841,0.43543549334040876
cgSYNK00019,0.6422417270290279,0.5161715769419157,0.5874096863938089,0.613238990169757,0.543672189054274,0.5265369361953378,0.5860540120195357,0.5750496058748954,0.635963887522345,0.5326505152426163,0.49116209036185104,0.5541345041770549,0.6042881579994893,0.5105086667257301,0.4972881886868781,0.5935155804245632,0.6194469495876441,0.5491315225532528,0.5571195381226006,0.49666683615702945,0.618540729317057,0.5412993025784432,0.5932193265484613,0.5988212260342557,0.5808451815167724,0.5810730549453242,0.6021832806498637,0.5297400522180304
cgSYNK00020,0.7659076504678687,0.7564997687325651,0.7601188155719412,0.8355275422075579,0.721654974178106,0.7579708371166872,0.833133372749157,0.694431118785003,0.6486662313221673,0.7632809865252014,0.8028707568122714,0.8259518783243605,0.7895033345575668,0.7831997603869839,0.6960949467061414,0.7310614574803758,0.6512034367216248,0.6934497173042623,0.7200414590757439,0.6722562427482847,0.7590530569103124,0.7605647469077461,0.7620138818803146,0.7125540670124699,0.7964208741896326,0.8165467871829843,0.7105391333025104,0.7789643332629735
cgSYNK00021,0.32679235496612374,0.30623779756347225,0.26308635581968165,0.2634579753167038,0.2780030111397265,0.3086421869196957,0.3041605640690129,0.24043422339548298,0.3019150522237468,0.26221228165418176,0.3875530764496626,0.24498636557947076,0.2610012808809256,0.3773636211999086,0.36647598868987713,0.3857239491383776,0.35986567421111065,0.2970410853141332,0.29719406283887495,0.36154652494476663,0.29833827631580195,0.22982216299631206,0.27740867888682175,0.2643991496972302,0.39802419648380016,0.38235984262226835,0.28922338172034534,0.3190902295595023
cgSYNK00022,0.2967841766311319,0.1686855217742771,0.19613979561699446,0.1271010341848171,0.23657530439199909,0.13021210137736858,0.19453579188713693,0.14685950616198765,0.20586796026253337,0.17063185952461993,0.25095364639727036,0.16410270486607265,0.21170826057787634,0.17551801003799505,0.1970496971230697,0.22864240315947698,0.08050816763018172,0.24874548298603627,0.13511318189498847,0.17815227327035565,0.22560515186791197,0.2222220226384577,0.21549832024796867,0.2048214320656004,0.18760696529643936,0.2684847786498623,0.2872358164153772,0.1980850575110283
cgSYNK00023,0.2540927520767244,0.08630382141543823,0.1293415034461604,0.20781187159673997,0.1550764787986826,0.2168555651935659,0.23343958971719392,0.24059776368688346,0.24210860543717483,0.19642712390840464,0.2157044150869068,0.16104263458552326,0.16157799056582756,0.17834519601991694,0.20665900194307812,0.14501196244765938,0.19022236609582158,0.21615681666422343,0.13868203894943373,0.15285585648108324,0.1776180571432668,0.19290244757073588,0.17960352289608836,0.08530701376308183,0.17684076745339686,0.1624641106400566,0.18738147011090237,0.18021060740902142
cgSYNK00024,0.1288180980949851,0.1692860957464642,0.13087853309866332,0.132647259879883,0.24449309140997783,0.1102030657869403,0.11414886254840789,0.23405160135894493,0.1512643753177851,0.10988747937567406,0.11837766823559302,0.11244815961460843,0.0783933505275099,0.2753029277898846,0.15731506499642375,0.22526781426321102,0.1537148994688606,0.25100698126144744,0.14745274683900497,0.10911554422485129,0.17825655967931922,0.08155457235282884,0.08110962601683774,0.16482293018244307,0.13668904030627574,0.12859760228419154,0.029320622937311053,0.16605138135524083
cgSYNK00025,0.22382450812907828,0.10622260475688922,0.29165360629112724,0.13916885492802233,0.19219520856900787,0.18016363710956054,0.17423393268793932,0.17309861096759838,0.22910415842755297,0.2353905113241518,0.34443738423681475,0.27975879882088794,0.29649909407297137,0.23916048122471123,0.1874754289362326,0.2290962695824313,0.20828431661923055,0.283528911300303,0.2376869499048911,0.1450122463638599,0.26499581911822223,0.18213051744448008,0.16619784487193862,0.18479480960188163,0.17572122309392763,0.19388240774341975,0.17676922593040734,0.21262822713263346
cgSYNK00026,0.4939590025944763,0.6295175925830159,0.6836578202594694,0.6806838594509882,0.5847975507870632,0.6259632922835175,0.5897710297364749,0.6953958030750256,0.6902395060013352,0.7453638150922423,0.6385646395856291,0.6186560812984593,0.803579301652267,0.6285402451783129,0.6353473668180926,0.5668527553631724,0.5575251193269442,0.6614149749571236,0.6546155798298455,0.5664692594693244,0.5634398140081356,0.5988046726284736,0.5749214497595525,0.5622981498791422,0.6718791833947512,0.5817294826356377,0.5740124039646172,0.6949155493729549
cgSYNK00027,0.35679408738041346,0.41020995972425983,0.46855174266475397,0.46393521645167374,0.44559411908361257,0.5172942248392036,0.4205097939778548,0.4870368770129903,0.3884468055238652,0.42812734464161745,0.38282273443477627,0.44314204710997496,0.5636592930360974,0.43385678628183466,0.445900885605829,0.3695950886476933,0.4438484016542391,0.3688262603455038,0.47877864002635157,0.453208158146259,0.36489350452908587,0.4273643262256222,0.5407379615557842,0.4148884556539002,0.4692569117105462,0.4138105358236944,0.3332995863850197,0.4622014383537335
cgSYNK00028,0.3794441717274293,0.3552074599520417,0.2238929376041338,0.2548976388437635,0.296673700757673,0.34366457675154416,0.3677112657594474,0.37770967985993326,0.3585220532275808,0.4585433525954124,0.28553527729355854,0.3495793118814407,0.3975581923984136,0.47589607430375236,0.3582583272255585,0.4262310927089629,0.3736984440413679,0.3686084405374759,0.30051475102205993,0.4142724785837281,0.3868816969562551,0.4455915768193281,0.3512476567818248,0.39080353613533936,0.3932131943794922,0.30420107863138723,0.28539280778791065,0.43845596102096346
cgSYNK00029,0.19206338174269943,0.19310209575880252,0.13242624283511434,0.23920726677265308,0.1400265484661043,0.09027737005994158,0.18257942408277467,0.2499365036922599,0.16940782011621433,0.10141892705371174,0.1812610612350035,0.14619015314680472,0.11126853116396361,0.25350472693996784,0.25125205715692944,0.1916636515964108,0.24072359215082215,0.21712738110265722,0.15744366886470668,0.20751082778868218,0.10228579051995888,0.11141106926904144,0.21245292125412268,0.16177008996048856,0.21830571661089465,0.12731677862001795,0.161355401517442,0.22292331343143337
cgSYNK00030,0.7748125033332252,0.8681254250064758,0.8276586184130803,0.7153134987187814,0.7113822763286698,0.8407829059948181,0.725137249540925,0.7552755978055266,0.7533252496996627,0.7672799352579351,0.8172551164861042,0.7843422487882585,0.8192584904080316,0.8092776167812646,0.8228975073196823,0.7566890471583675,0.7673672702455328,0.9068741977291079,0.8155157695581221,0.8102423090378832,0.783837921296384,0.7727825068678426,0.8374199667384449,0.7430176498903514,0.8324446882624119,0.8104054436628442,0.8039437254032833,0.8787624447204095
cgSYNK00031,0.2326705821941638,0.25948057113452,0.19781040000360947,0.20542799594578776,0.1476978208194067,0.197226510250269,0.25734428576064367,0.24286486364196241,0.20556483286875976,0.2797851797484511,0.273083875294136,0.2057320854507077,0.22336140912362812,0.2617588102421038,0.31199244756861666,0.23030875453172941,0.27020702359073256,0.2674026057889264,0.27438872982980694,0.3981805792501292,0.18546865199807772,0.26615231733976036,0.20518381995858778,0.3580432868339398,0.18958150866179074,0.2193769270431492,0.2403671750379131,0.2610357596544097
cgSYNK00032,0.12977027490143747,0.20257172143300242,0.12128189419165053,0.1900686940573102,0.15810252627763888,0.25333290463645286,0.18385216202857751,0.05801335946736387,0.1744291284928449,0.23632869492156458,0.1727646848635206,0.14013676953880205,0.15528552308217924,0.04944066307477149,0.1548061152746247,0.2518963418548536,0.1580645490333596,0.13476302192414896,0.13689261972973607,0.25472296278013096,0.22027096527304593,0.11374863566536199,0.2056274679893696,0.264921944189926,0.15364771615366854,0.22710424200842322,0.17261630268894687,0.1244584676893927
cgSYNK00033,0.6303641974575676,0.7011757588881717,0.5803992368713528,0.680751074640271,0.6780047468869519,0.6857834881697398,0.6594953388517877,0.603753755011951,0.6488737385707006,0.6586324507462799,0.6471267904535596,0.7194061035057535,0.6480472927069787,0.7020792430855607,0.6840429130416387,0.5515692360059964,0.7072010293550135,0.6278370211028655,0.5963018131801424,0.5933902736263413,0.6331633314404634,0.5775782624121121,0.7378545578999509,0.6278285111147727,0.6821721148540607,0.6140311974546029,0.664180001339702,0.617775940764568
cgSYNK00034,0.32110503008450353,0.34897361316255976,0.22933202771000072,0.37515014018860304,0.38570729262015147,0.3462440449651473,0.33528090862920273,0.3833351952741406,0.31010948505129954,0.2979562459654772,0.43574256134381634,0.3663682777133121,0.3444863708994473,0.30608522860237425,0.29035618623177617,0.3115940157188021,0.3610629554275095,0.3314229582956943,0.3468535077221817,0.2894789374700223,0.35946050673083574,0.3247357758156928,0.3350158495498633,0.3456752029047809,0.2752541485276933,0.2514801656219469,0.2953092696242121,0.2960884195561382
cgSYNK00035,0.16986257878056998,0.24628707674715744,0.274673660329258,0.2140289329405976,0.1741517538650124,0.37109643430511774,0.09274559007367188,0.28482756073247095,0.10772090896173946,0.1703616321138186,0.27598628003092396,0.09729380699736866,0.2066678105427434,0.20886110047237263,0.1898921798785234,0.2273745520441668,0.14966442306816935,0.25025997189414817,0.2084388793699373,0.2600543815036268,0.27313322105309606,0.19578032438323215,0.19713601978220355,0.26141202759303966,0.17807501944606244,0.07976646583457447,0.11280563659840577,0.19136064021806223
cgSYNK00036,0.4331260702212573,0.47734442171853586,0.45334819984263997,0.4167706872756075,0.43353903610464095,0.4984675233861036,0.3964648213222817,0.4710781436396787,0.5165310500986041,0.33725462383468485,0.36361897544755256,0.49359424442567135,0.360151135338484,0.44168941033978115,0.41148670587236275,0.48981294939169856,0.4112636030776358,0.5320133501870273,0.5116908356624217,0.48126108472614,0.40469713082567293,0.4482363589932717,0.38975158655422726,0.5433689195885945,0.42289675119268183,0.38994844781034105,0.49667514130063073,0.5154336991371073
cgSYNK00037,0.7884430498749455,0.6634936265157533,0.8013209723389204,0.6511680511740542,0.8765796060559329,0.763235930616516,0.8532382884442608,0.7608774495361944,0.7875663087640825,0.7121780407201062,0.7387749146504428,0.7388807394542606,0.744796540626064,0.7120563065714957,0.6754354615222375,0.7132205694692574,0.8072863901591638,0.8041167844900295,0.7170533177255505,0.8118529367774768,0.7433845442176045,0.7750453920291053,0.8095425007342656,0.7662201194846546,0.6878735526762334,0.8794512024624699,0.878584935730852,0.8485853423084659
cgSYNK00038,0.6456544407771037,0.674810911317052,0.5232859341495391,0.599322923792336,0.5341772074664833,0.5505337664392039,0.5053680109059274,0.6504200095943514,0.6284559881727403,0.6016544657033035,0.699486298946025,0.7349533417099687,0.6047219783749457,0.6586501292265056,0.5940489625758837,0.7192392465776452,0.5582366893657056,0.6113784030358504,0.6186555479943183,0.5007866324737541,0.5664113663230872,0.6126323679436037,0.5606923746604504,0.5346490996434342,0.6813842912531389,0.6146130528532648,0.7090644672473232,0.743250278172268
cgSYNK00039,0.28547470672828434,0.16771481794353682,0.2816844391059462,0.36216160723628776,0.28314151414494526,0.3284466264020476,0.30004160829481646,0.20822844793007234,0.33551374575107795,0.3962071552704357,0.363670063774401,0.3101185493413485,0.42451172563216233,0.3836384642956121,0.4217768249358077,0.31010142474925045,0.2475597000411084,0.4186239851196982,0.3188541535127407,0.26466826918882513,0.2958694837115353,0.3086651861471676,0.39759532762676253,0.27894603971994103,0.24609358046639856,0.3353124691892003,0.42139828508157706,0.4356755137697471
cgSYNK00040,0.4463114728875223,0.3842914858781789,0.37939043320933663,0.44516313775064903,0.2881620880294087,0.41161369468156117,0.42180459326001707,0.46484930347921,0.440450493852972,0.275267237029625,0.4442122711188491,0.40318333260295874,0.44038597012547664,0.3820357355401592,0.3221532421495013,0.385763319748832,0.44595365316622926,0.4148742291770247,0.4571515790786978,0.49011217806606705,0.3406711763770029,0.4884468095787708,0.34236474003923184,0.37446261294492683,0.31450920290410633,0.4473740022327551,0.4899618552243114,0.47459526874781505
cgSYNK00041,0.43876217266882156,0.4863387490368649,0.41620217235565826,0.4409323534855468,0.40607543822741,0.536801492367697,0.33522014126835753,0.36939491688778414,0.4702757263542555,0.3887670105795151,0.49417000213101736,0.422667300320939,0.4079105922149294,0.41854226341965295,0.4826382447080353,0.438995586409871,0.322199578120664,0.4189086613802735,0.4382019511367371,0.39276745668457,0.40308474291543295,0.3997540599771988,0.2882039640531123,0.47247431392720185,0.3703390511329403,0.478556604691627,0.5588255589554842,0.5054186205166767
cgSYNK00042,0.14192368689849091,0.07726197515569544,0.10069163798043712,0.08458480456137304,0.06973050869002209,0.11627503847884677,0.005,0.08239812381991554,0.11941578783935869,0.005,0.005,0.11558208291546071,0.06664002206204855,0.06445651505824582,0.07144454937141584,0.0757271107274965,0.06494471291390785,0.07879313394793161,0.06962027266277052,0.11468478688571432,0.03341492753936139,0.024302060776282684,0.11031381386063796,0.11226335280002739,0.006424876396136335,0.11922032425375931,0.23259295614806533,0.1952160503904655
cgSYNK00043,0.3421774006514104,0.331029730560987,0.44490426076940165,0.44077766647407096,0.494128251466637,0.3775696508376317,0.45654943253678854,0.4508493565827783,0.457869703417816,0.45762903542723116,0.42831848250865134,0.36032647470345003,0.4232857487282826,0.37911044698002444,0.4616026081579719,0.43368817544251576,0.4968155374494812,0.4213558516896275,0.5183035878851981,0.5219038637693674,0.47166527578054035,0.34932712724237097,0.42490748505248416,0.4590712706476601,0.33233792031173875,0.4852035989659585,0.5717746866584464,0.47168611173540753
cgSYNK00044,0.20611160250475496,0.3194938559286248,0.15480047955511161,0.21691001064961407,0.24919995568529618,0.274113050809022,0.28429470339321233,0.22685888047505126,0.19323936967787797,0.24370974484560254,0.1432028657902661,0.38002321882214823,0.30135378743988295,0.28253059459478386,0.22842681313328927,0.3139760269317466,0.2488451582099605,0.24537968453357578,0.19167701870128523,0.21802250514861532,0.16375578153301484,0.10612901835152126,0.15789236641009913,0.18288077049069773,0.25421226243928674,0.3206819352246015,0.3559276609648455,0.32554473211992024
cgSYNK00045,0.4629226636886628,0.5465004551002537,0.5572984647289289,0.5645105027462879,0.6006737430039576,0.6234031897535465,0.5870604847964042,0.553407312310443,0.5385944699185004,0.6015507385488353,0.5641678991030743,0.5000441082224196,0.6504981353454626,0.5292786123985922,0.6041479000852702,0.5067347389590553,0.596890232812711,0.5076891532975526,0.51238724448066,0.49989499233533335,0.5759348423774955,0.4965000282061433,0.6031172335001279,0.48310616395883826,0.600897283077779,0.5689242543856048,0.5697242200821895,0.6016089942074184
cgSYNK00046,0.20842483344091378,0.21452532968761112,0.26091086933686286,0.26231946348503377,0.2713291317508341,0.2086812711810354,0.3048046374584218,0.2713826965590573,0.2801531177417312,0.23415998921703823,0.17965153838733694,0.20357505493463712,0.3173118408095309,0.17302778738596408,0.22033580748870596,0.3167724440015832,0.17481311097252106,0.1973533756351153,0.30868478243730985,0.25890541072852685,0.27965722122531017,0.31435275569874704,0.22481048505491275,0.2917174903789272,0.17373536733123185,0.3242088716224116,0.30890596782565455,0.30347678015051865
cgSYNK00047,0.005,0.005,0.005,0.005,0.11970441319880792,0.005,0.06088705253487825,0.0795369283572274,0.07160851231365556,0.051377206207375875,0.07753170251839694,0.0677342300017697,0.04258833950148973,0.07195063100868376,0.10982753862642239,0.15531203650809944,0.10101196173406737,0.10094286454824125,0.005,0.05730448247213871,0.09578678594999368,0.05218087775230054,0.08516659567505344,0.05105500194394885,0.054834935889864905,0.05772531075695653,0.07318110696329824,0.054397646403064354
cgSYNK00048,0.4774472022480991,0.5828203628561756,0.5807910891909078,0.5141250075450732,0.49074996898654744,0.6751364054049955,0.6139582615842857,0.6409057994891916,0.6479218631410516,0.4660479787811127,0.5093800762069229,0.603123843645018,0.5412330115043064,0.5517309343654856,0.5693079215972323,0.5608207948918847,0.5684478472609704,0.6051535622160964,0.46262267139399904,0.49792470049595994,0.5223793612769958,0.6012515285839288,0.6328120052016065,0.4894881005705639,0.5268827742897101,0.5957043228273485,0.6012757394628823,0.6014593472290598
cgSYNK00049,0.5993566470392271,0.5460542991905311,0.5816785026802762,0.5638686295220485,0.5700375984359554,0.7139984730217235,0.6209960869922657,0.6323593573626822,0.5670909897731455,0.5861966539792955,0.5467901130534369,0.6410785901471021,0.5615204033178864,0.5861107498773488,0.583263882382066,0.5906647371347791,0.5654421736595057,0.5341057323799092,0.6241410149402078,0.5110439387949157,0.5661259762617603,0.5017654009335599,0.5106301205061683,0.49709016969720216,0.5633092943048117,0.7012548642536354,0.7228697399649423,0.5735870088059846
cgSYNK00050,0.5646935462699119,0.6397229903676745,0.584764667669358,0.582100339030376,0.5208680465157768,0.5343786357648388,0.5487861780518435,0.5041377245905615,0.5006017225538184,0.5834058405153096,0.5400529124846197,0.5617751318080718,0.5466046182172088,0.5127683035572962,0.561586853937927,0.6429361966435873,0.6158491883870524,0.5993725809991314,0.5495698149355143,0.6910143500835161,0.5886610375706404,0.46482239175298673,0.5756597681909137,0.5120481923654431,0.5459719089170134,0.6403175321651238,0.5966845848449576,0.6312355184573315
cgSYNK00051,0.35732619542255956,0.41128829702376646,0.44711559760293645,0.24007905571412058,0.3881716665070283,0.4554091195602534,0.41416843683935506,0.3323121681938204,0.3583715145435822,0.37552341216039653,0.20274676735466746,0.4044076838761111,0.2848622272483431,0.43212768536119744,0.33521010611404417,0.3025274158294216,0.2777624200058925,0.2868245357400808,0.25969492962063884,0.324159156194136,0.31965140824482446,0.3718946631472042,0.23730060829022087,0.35957197099095667,0.33697361758498473,0.4220478065265121,0.40610754198129645,0.4830777398314038
cgSYNK00052,0.3753104418472948,0.3185906621777326,0.3461076852561729,0.33736051400537337,0.37428492405457026,0.3316019322036851,0.37105146815778284,0.3228653884273611,0.451685713131252,0.3651292759864964,0.2891337729780345,0.3735590205822351,0.29233379205896054,0.3706241656490946,0.4173548358867852,0.3411271120096164,0.31104004992951156,0.35711974026300974,0.21899964616889817,0.4647038381987227,0.3350902205337348,0.4371139608130445,0.37534361405747335,0.25069755912351593,0.3771107089002778,0.37277670897072385,0.4459686781824057,0.49368236984945035
