matrix_sample_id,Gene,promoter_z
SYN-OED-077,CXCL9,2.211065918486725
SYN-OED-078,CXCL9,0.16382298272945342
SYN-OED-079,CXCL9,-1.1772770920589732
SYN-OED-080,CXCL9,-0.9773512276247964
SYN-OED-081,CXCL9,1.5441449794417066
SYN-OED-082,CXCL9,0.39800161026283704
SYN-OED-083,CXCL9,-0.5459126202834045
SYN-OED-084,CXCL9,-0.5117640879421881
SYN-OED-085,CXCL9,0.10152180517016156
SYN-OED-086,CXCL9,-0.8971048320603904
SYN-OED-087,CXCL9,-1.095501211391224
SYN-OED-088,CXCL9,0.3641969513127434
SYN-OED-089,CXCL9,0.29740281169422955
SYN-OED-090,CXCL9,-9.865102095303625e-05
SYN-OED-091,CXCL9,0.5090709845028492
SYN-OED-092,CXCL9,0.047539241863671075
SYN-OED-001,CXCL10,0.17305557908157054
SYN-OED-002,CXCL10,-0.85509069982448
SYN-OED-003,CXCL10,-0.33916455639010906
SYN-OED-004,CXCL10,-0.21593532314486671
SYN-OED-005,CXCL10,-0.19909853609946132
SYN-OED-006,CXCL10,-0.6201306203159387
SYN-OED-007,CXCL10,0.36441354819076544
SYN-OED-008,CXCL10,1.0762468448026719
SYN-OED-009,CXCL10,-0.3767984879960612
SYN-OED-010,CXCL10,0.16425838865706882
SYN-OED-011,CXCL10,-1.0863615328831138
SYN-OED-012,CXCL10,-1.0080040371854502
SYN-OED-013,CXCL10,-0.5028966639173755
SYN-OED-014,CXCL10,-0.8955250398858411
SYN-OED-015,CXCL10,0.2118579912575987
SYN-OED-016,CXCL10,-1.2377810424977613
SYN-OED-017,CXCL10,-0.9218270743427281
SYN-OED-018,CXCL10,0.8839181779014904
SYN-OED-019,CXCL10,-1.0229922809779686
SYN-OED-020,CXCL10,-1.760908031584259
SYN-OED-021,CXCL10,0.5954903745341333
SYN-OED-022,CXCL10,-0.9147191958830191
SYN-OED-023,CXCL10,1.4552956939475594
SYN-OED-024,CXCL10,1.2008604121875697
SYN-OED-025,CXCL10,1.5639725709397154
SYN-OED-026,CXCL10,-2.206387194361664
SYN-OED-027,CXCL10,-1.9659217938051956
SYN-OED-028,CXCL10,0.6469920030332981
SYN-OED-029,CXCL10,0.09069968325120845
SYN-OED-030,CXCL10,-1.2511522829070165
SYN-OED-031,CXCL10,-0.10242500667809375
SYN-OED-032,CXCL10,-0.18312693269490038
SYN-OED-033,CXCL10,-2.3251010084782773
SYN-OED-034,CXCL10,-0.6245747787997953
SYN-OED-035,CXCL10,0.5626082909525136
SYN-OED-036,CXCL10,1.4062830956839114
SYN-OED-037,CXCL10,1.509571563341734
SYN-OED-038,CXCL10,0.5219651433419752
SYN-OED-039,CXCL10,-0.521150362312833
SYN-OED-040,CXCL10,0.46812296676623877
SYN-OED-041,CXCL10,-1.3733890832275635
SYN-OED-042,CXCL10,-1.0547284033688022
SYN-OED-043,CXCL10,0.37153624200912494
SYN-OED-044,CXCL10,0.2956846223165063
SYN-OED-045,CXCL10,-1.2831557054348588
SYN-OED-046,CXCL10,1.0399843550962988
SYN-OED-047,CXCL10,-1.2419638536238662
SYN-OED-048,CXCL10,0.1333440798506868
SYN-OED-049,CXCL10,0.38472408009321934
SYN-OED-050,CXCL10,-0.0501263630884694
SYN-OED-051,CXCL10,0.7480051320898259
SYN-OED-052,CXCL10,0.456148222791081
SYN-OED-053,CXCL10,-0.7853126676593633
SYN-OED-054,CXCL10,0.04401136525448019
SYN-OED-055,CXCL10,0.21318936770110758
SYN-OED-056,CXCL10,1.718373058316282
SYN-OED-057,CXCL10,0.02869956695023811
SYN-OED-058,CXCL10,-0.42803852005434484
SYN-OED-059,CXCL10,-1.1414076015408652
SYN-OED-060,CXCL10,-1.0112056560661808
SYN-OED-061,CXCL10,-0.22400983617135548
SYN-OED-062,CXCL10,-0.5681869921847447
SYN-OED-063,CXCL10,1.7794552153935135
SYN-OED-064,CXCL10,-0.2690730792043149
SYN-OED-065,CXCL10,-0.15129774683014002
SYN-OED-066,CXCL10,0.30277894164262903
SYN-OED-067,CXCL10,0.3193139908903814
SYN-OED-068,CXCL10,-0.9108781025512069
SYN-OED-069,CXCL10,-1.7977132629346597
SYN-OED-070,CXCL10,-1.3779791256829523
SYN-OED-071,CXCL10,1.4121330164352124
SYN-OED-072,CXCL10,0.7761954672631969
SYN-OED-073,CXCL10,0.22246589555435498
SYN-OED-074,CXCL10,-2.0267242677681043
SYN-OED-075,CXCL10,0.6280806527447828
SYN-OED-076,CXCL10,-0.507341877954336
SYN-OED-077,CXCL10,0.005958301323420919
SYN-OED-078,CXCL10,-0.15246954570712268
SYN-OED-079,CXCL10,-1.1710392108136605
SYN-OED-080,CXCL10,-0.22964733502480406
SYN-OED-081,CXCL10,-0.5170602332976562
SYN-OED-082,CXCL10,0.646080263652938
SYN-OED-083,CXCL10,0.5292410863653311
SYN-OED-084,CXCL10,0.785356178196262
SYN-OED-085,CXCL10,-0.34263338236265484
SYN-OED-086,CXCL10,0.5065330092090132
SYN-OED-087,CXCL10,0.7921922522062598
SYN-OED-088,CXCL10,-1.770850567224367
SYN-OED-089,CXCL10,-1.0860586035585835
SYN-OED-090,CXCL10,-0.23308578541561703
SYN-OED-091,CXCL10,0.4456880636540603
SYN-OED-092,CXCL10,-0.26855364973393125
SYN-OED-001,CXCL11,-1.986247444551837
SYN-OED-002,CXCL11,0.04243631286282878
SYN-OED-003,CXCL11,-0.5431560117336748
SYN-OED-004,CXCL11,0.44991986303696324
SYN-OED-005,CXCL11,-0.667992604979877
SYN-OED-006,CXCL11,0.4644921403247611
SYN-OED-007,CXCL11,0.5014472097811429
SYN-OED-008,CXCL11,0.18656990396769826
SYN-OED-009,CXCL11,0.30004491518219617
SYN-OED-010,CXCL11,1.0201048323273008
SYN-OED-011,CXCL11,1.4893105240634426
SYN-OED-012,CXCL11,-0.5072386014206847
SYN-OED-013,CXCL11,1.3624143406477933
SYN-OED-014,CXCL11,0.052308972778478055
SYN-OED-015,CXCL11,-2.510184343057061
SYN-OED-016,CXCL11,-0.634749772744248
SYN-OED-017,CXCL11,-0.2789208642891811
SYN-OED-018,CXCL11,0.44332994161023936
SYN-OED-019,CXCL11,2.023925517547964
SYN-OED-020,CXCL11,-0.5855645241936062
SYN-OED-021,CXCL11,1.5683274551361222
SYN-OED-022,CXCL11,0.6189752965891203
SYN-OED-023,CXCL11,-1.4143797849023558
SYN-OED-024,CXCL11,-0.8261131936711404
SYN-OED-025,CXCL11,-1.5149675820210575
SYN-OED-026,CXCL11,-0.8042273901682226
SYN-OED-027,CXCL11,1.9671323817940902
SYN-OED-028,CXCL11,0.3303333839914061
SYN-OED-029,CXCL11,-1.591916382517091
SYN-OED-030,CXCL11,1.6231471424091835
SYN-OED-031,CXCL11,0.22932291658794038
SYN-OED-032,CXCL11,0.2684163045393974
SYN-OED-033,CXCL11,1.847099605388006
SYN-OED-034,CXCL11,-0.5296238198024671
SYN-OED-035,CXCL11,-0.80927318118035
SYN-OED-036,CXCL11,-0.614031481788093
SYN-OED-037,CXCL11,0.2458264531885035
SYN-OED-038,CXCL11,-0.9325122702454999
SYN-OED-039,CXCL11,1.3864430358458362
SYN-OED-040,CXCL11,0.671457804113144
SYN-OED-041,CXCL11,-0.0905508646494162
SYN-OED-042,CXCL11,0.3755776041829908
SYN-OED-043,CXCL11,-0.6598868303220674
SYN-OED-044,CXCL11,0.9623495031958049
SYN-OED-045,CXCL11,0.10605142801239402
SYN-OED-046,CXCL11,0.117303030469444
SYN-OED-047,CXCL11,0.4059612920834454
SYN-OED-048,CXCL11,-0.028978903123348523
SYN-OED-049,CXCL11,0.8660387200698043
SYN-OED-050,CXCL11,0.6644140648246807
SYN-OED-051,CXCL11,-0.268979267621515
SYN-OED-052,CXCL11,0.11615240740508452
SYN-OED-053,CXCL11,-0.14371895636264234
SYN-OED-054,CXCL11,-0.6282672894370389
SYN-OED-055,CXCL11,0.6538566416038941
SYN-OED-056,CXCL11,-0.2707965998210269
SYN-OED-057,CXCL11,-0.13059380402230522
SYN-OED-058,CXCL11,0.3577400162355689
SYN-OED-059,CXCL11,-0.9375464866551748
SYN-OED-060,CXCL11,-0.32967821285026977
SYN-OED-061,CXCL11,0.5815107236350227
SYN-OED-062,CXCL11,-0.4764644356696246
SYN-OED-063,CXCL11,2.025724651722335
SYN-OED-064,CXCL11,0.6766296352663808
SYN-OED-065,CXCL11,0.7843860447203774
SYN-OED-066,CXCL11,-1.034697524296437
SYN-OED-067,CXCL11,0.634794917461962
SYN-OED-068,CXCL11,-0.9070773704045576
SYN-OED-069,CXCL11,-0.6758963470763024
SYN-OED-070,CXCL11,1.581816221272253
SYN-OED-071,CXCL11,0.22070730913317327
SYN-OED-072,CXCL11,0.9165452526872341
SYN-OED-073,CXCL11,1.9374763943244602
SYN-OED-074,CXCL11,-1.040966207697835
SYN-OED-075,CXCL11,-1.193369669673257
SYN-OED-076,CXCL11,0.5746101440405378
SYN-OED-077,CXCL11,1.2280301030083984
SYN-OED-078,CXCL11,0.12998474038348617
SYN-OED-079,CXCL11,0.12186192965443265
SYN-OED-080,CXCL11,1.3801838837655382
SYN-OED-081,CXCL11,-0.961590200305229
SYN-OED-082,CXCL11,1.3830747608609875
SYN-OED-083,CXCL11,2.7738924823462305
SYN-OED-084,CXCL11,-1.2752993155570511
SYN-OED-085,CXCL11,1.0635107689977925
SYN-OED-086,CXCL11,-0.24189748265152983
SYN-OED-087,CXCL11,-0.15809690574960278
SYN-OED-088,CXCL11,-0.39171622672469064
SYN-OED-089,CXCL11,0.19779145176241753
SYN-OED-090,CXCL11,-0.26637256543911175
SYN-OED-091,CXCL11,-0.3147169746146074
SYN-OED-092,CXCL11,0.36208951165007736
SYN-OED-001,IFI6,0.7637508459172836
SYN-OED-002,IFI6,1.1937143872029754
SYN-OED-003,IFI6,1.9625891009224552
SYN-OED-004,IFI6,-0.08087605127215353
SYN-OED-005,IFI6,-0.46718571196520753
SYN-OED-006,IFI6,-0.7900834343547511
SYN-OED-007,IFI6,0.6835112793348826
SYN-OED-008,IFI6,0.5578160491023337
SYN-OED-009,IFI6,-0.8840172727772493
SYN-OED-010,IFI6,2.091913599195001
SYN-OED-011,IFI6,0.9789357417901455
SYN-OED-012,IFI6,0.2736873486972541
SYN-OED-013,IFI6,0.7587090743203853
SYN-OED-014,IFI6,0.9356066922449032
SYN-OED-015,IFI6,-1.4667318001536533
SYN-OED-016,IFI6,0.09646108680805388
SYN-OED-017,IFI6,1.503313930623186
SYN-OED-018,IFI6,-0.2005305359859887
SYN-OED-019,IFI6,-0.42426399356759326
SYN-OED-020,IFI6,1.4620261162300279
SYN-OED-021,IFI6,0.3245400170601776
SYN-OED-022,IFI6,-1.1323413664441524
SYN-OED-023,IFI6,1.399483067962576
SYN-OED-024,IFI6,-0.3207647043518022
SYN-OED-025,IFI6,3.300328060705555
SYN-OED-026,IFI6,-0.8044169844443088
SYN-OED-027,IFI6,-0.8042535123680464
SYN-OED-028,IFI6,-0.41355714029212237
SYN-OED-029,IFI6,-0.12679611048883194
SYN-OED-030,IFI6,1.3425817403590727
SYN-OED-031,IFI6,-0.0300531017368869
SYN-OED-032,IFI6,1.6819538991450609
SYN-OED-033,IFI6,-0.9679877452061978
SYN-OED-034,IFI6,0.13787351486128457
SYN-OED-035,IFI6,0.37902801319327845
SYN-OED-036,IFI6,0.7777894078401268
SYN-OED-037,IFI6,-0.0995421451350027
SYN-OED-038,IFI6,-0.12086152051599619
SYN-OED-039,IFI6,-0.9397146053200435
SYN-OED-040,IFI6,0.5974362652749446
SYN-OED-041,IFI6,1.4473642857534685
SYN-OED-042,IFI6,-1.2882967383920105
SYN-OED-043,IFI6,0.06311921088308611
SYN-OED-044,IFI6,-1.039985195415872
SYN-OED-045,IFI6,1.4929327468213645
SYN-OED-046,IFI6,-1.0814372758930166
SYN-OED-047,IFI6,0.6984202063576094
SYN-OED-048,IFI6,-1.2114953293821977
SYN-OED-049,IFI6,-1.0839288424628855
SYN-OED-050,IFI6,-0.6892632387032899
SYN-OED-051,IFI6,1.0991064046535346
SYN-OED-052,IFI6,1.6407007013188715
SYN-OED-053,IFI6,-0.724744636276304
SYN-OED-054,IFI6,0.5371041285309212
SYN-OED-055,IFI6,-0.46703777253588513
SYN-OED-056,IFI6,0.2172034497030762
SYN-OED-057,IFI6,1.4553332772282694
SYN-OED-058,IFI6,-0.3077181895669342
SYN-OED-059,IFI6,2.7789045833214687
SYN-OED-060,IFI6,0.9725926799267973
SYN-OED-061,IFI6,-0.663605599657691
SYN-OED-062,IFI6,-0.8002667680565341
SYN-OED-063,IFI6,-1.0147605415252243
SYN-OED-064,IFI6,2.268014408772979
SYN-OED-065,IFI6,0.7132349024528952
SYN-OED-066,IFI6,0.5339290494836952
SYN-OED-067,IFI6,-0.7169266642931784
SYN-OED-068,IFI6,-0.6083526488514425
SYN-OED-069,IFI6,0.914405706458283
SYN-OED-070,IFI6,-0.7539669076645914
SYN-OED-071,IFI6,-2.185162833493355
SYN-OED-072,IFI6,0.08481957788157567
SYN-OED-073,IFI6,0.17671866362501343
SYN-OED-074,IFI6,0.5086233361288278
SYN-OED-075,IFI6,0.5897317379721629
SYN-OED-076,IFI6,0.4299714654486485
SYN-OED-077,IFI6,-0.2635193373435167
SYN-OED-078,IFI6,1.8673663596093775
SYN-OED-079,IFI6,2.091334345588454
SYN-OED-080,IFI6,1.268949725402888
SYN-OED-081,IFI6,-0.6892708288722321
SYN-OED-082,IFI6,1.292367535821668
SYN-OED-083,IFI6,-1.270114022450503
SYN-OED-084,IFI6,-1.1165878938721183
SYN-OED-085,IFI6,-1.3583973420236235
SYN-OED-086,IFI6,-1.5359644041095741
SYN-OED-087,IFI6,0.13943738634226613
SYN-OED-088,IFI6,0.3525068992716289
SYN-OED-089,IFI6,-0.9666500859350796
SYN-OED-090,IFI6,0.11838468033155496
SYN-OED-091,IFI6,-1.3805012356064799
SYN-OED-092,IFI6,0.3408698742457212
SYN-OED-001,WARS1,0.0008791653501613834
SYN-OED-002,WARS1,1.1816585477554713
SYN-OED-003,WARS1,-1.0018885419202488
SYN-OED-004,WARS1,-1.690053008408618
SYN-OED-005,WARS1,-0.5137865298563834
SYN-OED-006,WARS1,-1.3285916173421672
SYN-OED-007,WARS1,1.9247949875947745
SYN-OED-008,WARS1,-1.6189230744148124
SYN-OED-009,WARS1,-0.6986666390434623
SYN-OED-010,WARS1,0.10780424943300669
SYN-OED-011,WARS1,0.04830584561676143
SYN-OED-012,WARS1,0.27565128136727834
SYN-OED-013,WARS1,0.9430583909904068
SYN-OED-014,WARS1,-0.9189416313619635
SYN-OED-015,WARS1,-0.6786807659120562
SYN-OED-016,WARS1,0.527976464864243
SYN-OED-017,WARS1,-1.2336428433032753
SYN-OED-018,WARS1,0.24005772346473137
SYN-OED-019,WARS1,0.229757734841383
SYN-OED-020,WARS1,-1.2461708092490666
SYN-OED-021,WARS1,-0.5301296581207406
SYN-OED-022,WARS1,0.19320721830836776
SYN-OED-023,WARS1,-0.32095674955526926
SYN-OED-024,WARS1,-1.229816247453118
SYN-OED-025,WARS1,-1.1842045708913482
SYN-OED-026,WARS1,0.11325514719120355
SYN-OED-027,WARS1,-0.9960715746279443
SYN-OED-028,WARS1,-0.014720387673238041
SYN-OED-029,WARS1,2.115310487349993
SYN-OED-030,WARS1,-0.5915400884465295
SYN-OED-031,WARS1,1.7215588031456797
SYN-OED-032,WARS1,-1.5770912221487923
SYN-OED-033,WARS1,0.7815314363054443
SYN-OED-034,WARS1,-0.49362224368305835
SYN-OED-035,WARS1,0.5702375391049852
SYN-OED-036,WARS1,-0.8357973819574918
SYN-OED-037,WARS1,-1.3851763313602974
SYN-OED-038,WARS1,0.1957509417962154
SYN-OED-039,WARS1,0.4601799110208725
SYN-OED-040,WARS1,0.4036987548987401
SYN-OED-041,WARS1,-0.091140258833877
SYN-OED-042,WARS1,-1.2679071854447055
SYN-OED-043,WARS1,0.43426756442862924
SYN-OED-044,WARS1,-0.8206340619675454
SYN-OED-045,WARS1,-1.941433411148821
SYN-OED-046,WARS1,1.2745565442360802
SYN-OED-047,WARS1,0.4666107188385164
SYN-OED-048,WARS1,-0.2510602557431983
SYN-OED-049,WARS1,-0.8188991420590865
SYN-OED-050,WARS1,1.0247920246216111
SYN-OED-051,WARS1,0.7579188635893344
SYN-OED-052,WARS1,0.04961109720979253
SYN-OED-053,WARS1,-0.2775983744930522
SYN-OED-054,WARS1,-1.8460690586114834
SYN-OED-055,WARS1,0.3073018036645465
SYN-OED-056,WARS1,0.1983610208223795
SYN-OED-057,WARS1,-0.8122922690192689
SYN-OED-058,WARS1,0.18261178804629724
SYN-OED-059,WARS1,0.7616748185970239
SYN-OED-060,WARS1,-1.0092116499638462
SYN-OED-061,WARS1,-2.094906602622732
SYN-OED-062,WARS1,0.7963458437849549
SYN-OED-063,WARS1,1.4869051207302098
SYN-OED-064,WARS1,-0.11432928981009301
SYN-OED-065,WARS1,0.9204408831624934
SYN-OED-066,WARS1,-1.0111515034410596
SYN-OED-067,WARS1,0.5783817884731408
SYN-OED-068,WARS1,0.21651232594728656
SYN-OED-069,WARS1,-1.3069400346855404
SYN-OED-070,WARS1,0.6684666600205728
SYN-OED-071,WARS1,-0.3790629856850744
SYN-OED-072,WARS1,-0.13541224679023872
SYN-OED-073,WARS1,0.02698100738753081
SYN-OED-074,WARS1,-2.729783546724725
SYN-OED-075,WARS1,0.30363562415271117
SYN-OED-076,WARS1,0.17517528438462596
SYN-OED-077,WARS1,1.9964920983934442
SYN-OED-078,WARS1,0.8605997036709991
SYN-OED-079,WARS1,-1.5236713292689954
SYN-OED-080,WARS1,-1.1787047997906368
SYN-OED-081,WARS1,2.3108323696733657
SYN-OED-082,WARS1,-0.4275072350628038
SYN-OED-083,WARS1,-0.43176267995839424
SYN-OED-084,WARS1,0.178885265756293
SYN-OED-085,WARS1,2.250557043816356
SYN-OED-086,WARS1,-0.22471859667968982
SYN-OED-087,WARS1,-0.08567344970529178
SYN-OED-088,WARS1,1.5229419440883116
SYN-OED-089,WARS1,0.2175126995837795
SYN-OED-090,WARS1,-0.06884040999170896
SYN-OED-091,WARS1,0.5817846903444781
SYN-OED-092,WARS1,0.8481964174905133
SYN-OED-001,GBP5,-1.776033647965427
SYN-OED-002,GBP5,0.37065871569339137
SYN-OED-003,GBP5,-0.07319060527620759
SYN-OED-004,GBP5,0.13866384590015138
SYN-OED-005,GBP5,0.2260347745969294
SYN-OED-006,GBP5,-0.010267032934456043
SYN-OED-007,GBP5,-1.0019295531407069
SYN-OED-008,GBP5,1.8156544064836375
SYN-OED-009,GBP5,1.959084393973383
SYN-OED-010,GBP5,-0.8351847853124228
SYN-OED-011,GBP5,-1.637671014213712
SYN-OED-012,GBP5,1.6860013356955532
SYN-OED-013,GBP5,-2.488912593364781
SYN-OED-014,GBP5,-0.6597006645276879
SYN-OED-015,GBP5,0.3918453407330242
SYN-OED-016,GBP5,0.5274991039651058
SYN-OED-017,GBP5,-0.4148020891757249
SYN-OED-018,GBP5,0.5368428853343113
SYN-OED-019,GBP5,-0.02986402031714856
SYN-OED-020,GBP5,-1.1128164019211813
SYN-OED-021,GBP5,0.12242252801805151
SYN-OED-022,GBP5,-0.48007243081631595
SYN-OED-023,GBP5,-0.029834604413438777
SYN-OED-024,GBP5,0.2972066867287502
SYN-OED-025,GBP5,-0.15610902180473102
SYN-OED-026,GBP5,1.310074052699542
SYN-OED-027,GBP5,1.4481935730352289
SYN-OED-028,GBP5,1.1892543363823098
SYN-OED-029,GBP5,0.6725846064129702
SYN-OED-030,GBP5,-0.06410658593936795
SYN-OED-031,GBP5,0.2756637173010551
SYN-OED-032,GBP5,-0.09423294617270998
SYN-OED-033,GBP5,1.2849648452002835
SYN-OED-034,GBP5,-0.1286393298389723
SYN-OED-035,GBP5,-1.3248619059986002
SYN-OED-036,GBP5,-2.110884294689212
SYN-OED-037,GBP5,-1.0595752199657522
SYN-OED-038,GBP5,-0.45238539282745965
SYN-OED-039,GBP5,1.4935739626236988
SYN-OED-040,GBP5,0.1854257986529949
SYN-OED-041,GBP5,-1.0201539646368571
SYN-OED-042,GBP5,0.35903365438140156
SYN-OED-043,GBP5,-0.7395307639826582
SYN-OED-044,GBP5,0.5417793580066181
SYN-OED-045,GBP5,-0.5703635358219132
SYN-OED-046,GBP5,0.6405673796337423
SYN-OED-047,GBP5,-0.7885331035784521
SYN-OED-048,GBP5,0.4057718847382689
SYN-OED-049,GBP5,-1.0930834391263657
SYN-OED-050,GBP5,-0.09951145911122355
SYN-OED-051,GBP5,0.07492182001627437
SYN-OED-052,GBP5,-0.3541762146371823
SYN-OED-053,GBP5,-0.7703843852005147
SYN-OED-054,GBP5,-0.07467988222641972
SYN-OED-055,GBP5,0.3438977506323375
SYN-OED-056,GBP5,0.014123628297824911
SYN-OED-057,GBP5,0.9859195955715855
SYN-OED-058,GBP5,-1.0271517483223795
SYN-OED-059,GBP5,-0.14744848341917302
SYN-OED-060,GBP5,0.761990114414217
SYN-OED-061,GBP5,-0.040954719087814416
SYN-OED-062,GBP5,-0.41758551165301566
SYN-OED-063,GBP5,-0.39538378846685646
SYN-OED-064,GBP5,0.5153156906767609
SYN-OED-065,GBP5,-0.7668627292695306
SYN-OED-066,GBP5,-1.3119681780436137
SYN-OED-067,GBP5,-1.1981192563955285
SYN-OED-068,GBP5,-0.8879117517618255
SYN-OED-069,GBP5,-0.4079767699870378
SYN-OED-070,GBP5,1.4364540270418358
SYN-OED-071,GBP5,0.3507169426789675
SYN-OED-072,GBP5,1.155239268055739
SYN-OED-073,GBP5,1.569264417714044
SYN-OED-074,GBP5,-0.9623783725952618
SYN-OED-075,GBP5,-0.6805701436278371
SYN-OED-076,GBP5,-0.07682759594734209
SYN-OED-077,GBP5,1.4378460649210345
SYN-OED-078,GBP5,-0.43525211401854186
SYN-OED-079,GBP5,1.9400031055458002
SYN-OED-080,GBP5,-0.35443715061412784
SYN-OED-081,GBP5,0.415650631556006
SYN-OED-082,GBP5,0.8975823203918506
SYN-OED-083,GBP5,0.05606888885051618
SYN-OED-084,GBP5,0.08178269124893807
SYN-OED-085,GBP5,0.5756193653868049
SYN-OED-086,GBP5,-0.26557523102229624
SYN-OED-087,GBP5,-0.5120289092563227
SYN-OED-088,GBP5,0.38633033048825843
SYN-OED-089,GBP5,2.2812942018081883
SYN-OED-090,GBP5,1.4250745739831685
SYN-OED-091,GBP5,0.09652934586310727
SYN-OED-092,GBP5,-0.2815092380844194
SYN-OED-001,CD74,-0.2258816593593278
SYN-OED-002,CD74,-1.594914375307641
SYN-OED-003,CD74,-0.8737816884008829
SYN-OED-004,CD74,0.5176533591108867
SYN-OED-005,CD74,-0.33456900719757804
SYN-OED-006,CD74,0.6288261542829093
SYN-OED-007,CD74,-2.9571039566741244
SYN-OED-008,CD74,0.8043548847595811
SYN-OED-009,CD74,0.3864846294650971
SYN-OED-010,CD74,0.27343975282065197
SYN-OED-011,CD74,0.5807358453120718
SYN-OED-012,CD74,0.9799195327997009
SYN-OED-013,CD74,-0.5271018490610322
SYN-OED-014,CD74,0.4070890716014378
SYN-OED-015,CD74,-0.22323553890350883
SYN-OED-016,CD74,0.4239820454094797
SYN-OED-017,CD74,-0.5265842205321637
SYN-OED-018,CD74,0.698176169647485
SYN-OED-019,CD74,-0.3652130075819066
SYN-OED-020,CD74,0.13214013083004406
SYN-OED-021,CD74,1.4987115505209858
SYN-OED-022,CD74,-0.36263631103041155
SYN-OED-023,CD74,0.26660261668185614
SYN-OED-024,CD74,-1.7315316507860656
SYN-OED-025,CD74,-0.7565265600414814
SYN-OED-026,CD74,2.858676537052261
SYN-OED-027,CD74,-0.8715244980095425
SYN-OED-028,CD74,-1.616194994484878
SYN-OED-029,CD74,-1.1240634089199146
SYN-OED-030,CD74,-0.3033081293069305
SYN-OED-031,CD74,-0.9923418662082896
SYN-OED-032,CD74,-1.3414423056240379
SYN-OED-033,CD74,1.085231477745251
SYN-OED-034,CD74,-0.48673531586967134
SYN-OED-035,CD74,-1.6727750050503836
