probe,SYN-OED-001,SYN-OED-002,SYN-OED-003,SYN-OED-004,SYN-OED-005,SYN-OED-006,SYN-OED-007,SYN-OED-008,SYN-OED-009,SYN-OED-010,SYN-OED-011,SYN-OED-012,SYN-OED-013,SYN-OED-014,SYN-OED-015,SYN-OED-016,SYN-OED-017,SYN-OED-018,SYN-OED-019,SYN-OED-020,SYN-OED-021,SYN-OED-022,SYN-OED-023,SYN-OED-024,SYN-OED-025,SYN-OED-026,SYN-OED-027,SYN-OED-028
cgSYN000022,0.03828434350258324,0.0667849944220955,0.06226049965706022,0.2156367595706854,0.1317271114925086,0.07564674136053755,0.11918453841224046,0.10333165786452349,0.0566434081981194,0.15823862606070616,0.19345735183986423,0.1084535423228684,0.10658079913582132,0.13032973956900984,0.06920063555088952,0.06098041099951708,0.1295019742724549,0.12689599582608124,0.17916717230327078,0.14737035859198516,0.10039020106505119,0.08632662929285541,0.09288415379407881,0.1307551756731416,0.10042427747906811,0.2472517014265146,0.2867184946279075,0.1847849839095478
cgSYN000023,0.36622638244229566,0.4027400629190465,0.3671721802591585,0.5433179784659884,0.42495975577264306,0.4380027190159536,0.3617918951082215,0.318280456141766,0.503103579644297,0.4501467652681227,0.36070385901955054,0.4196569837830456,0.4446522064290882,0.5192678051240125,0.3188642949204719,0.4711340011459585,0.4152312181564129,0.3995673406729569,0.3721473591734842,0.4466231861937305,0.34281728067317907,0.45387877336579946,0.44692230365034813,0.48746291637977285,0.38435764404868256,0.44357652083264854,0.3675438452421842,0.43560984545760173
cgSYN000024,0.15562514019338938,0.08634115275095951,0.24942221993602331,0.26425931608083336,0.2163207778143576,0.20464434364478443,0.18498488511625613,0.20847400016507414,0.2247141755882568,0.17005121624803987,0.19239589165241167,0.12760986094239513,0.17547266587333366,0.2006719710229976,0.13209109863256963,0.23275246500017943,0.13555695025866404,0.14305479512435992,0.17593296504217448,0.23051244286921746,0.17147854293530645,0.19012857113183682,0.2783595740330093,0.21549293636496683,0.20677801879568786,0.07309302118554688,0.10868244977191761,0.10962872155274535
cgSYN000025,0.4584342991830081,0.5070762788929825,0.48303027063434933,0.540071561891234,0.5428350316184085,0.47532615749880436,0.5208157220238931,0.4235690596929296,0.5391696818332116,0.4177944355032204,0.43176637442003557,0.4680645807945054,0.42548620990067804,0.4176281409320294,0.37291143673866034,0.4854010037278064,0.5130158001944648,0.48233303315340803,0.44509916228563856,0.48121369457392293,0.5175007244634579,0.35983725979462694,0.43561180907381136,0.45745241756560323,0.4144847383793665,0.392483955229724,0.48769263184321654,0.4301814408000418
cgSYN000026,0.4203134401846231,0.4963816456240777,0.5477100781658291,0.43798042916472946,0.4958824510521225,0.4849690948190564,0.4594948938750739,0.48742989716740637,0.5950313127819646,0.5885588582585891,0.5679292354287566,0.5638306794652226,0.46266663420831855,0.6355795402592197,0.5262697899193911,0.4880583670160075,0.5567403142713654,0.5223941762118476,0.6065096773769683,0.49053084776399586,0.5368498416061236,0.5970977512934199,0.4563978649576578,0.4785353795464031,0.5808810558321164,0.4459745224910034,0.37634922374451935,0.5437737907915575
cgSYN000027,0.5996786643428644,0.5350869822160311,0.6657129318050411,0.5931584509818019,0.6475975802293009,0.6684189668624874,0.6301786621148151,0.5072877978978354,0.6516850526800946,0.5410998487903619,0.6100918698715772,0.5561089929776146,0.5375625816650669,0.5666395150113283,0.5755888379155216,0.5739533525146217,0.6810910722983862,0.595583020750214,0.4295481114238866,0.49107844959820796,0.7221279954545411,0.6531164215746262,0.5325719045721817,0.5610378635805,0.5927809590437573,0.5909225656405814,0.6476808171533763,0.4609288317957678
cgSYN000028,0.6641563575791798,0.6890577665603751,0.6082777829870064,0.6300395948095929,0.6527260396944883,0.6005112883843136,0.677288839318284,0.6542163017877891,0.6434586238410206,0.5947409590178838,0.7214256502309931,0.6249913401926117,0.613790550562734,0.6921653968972313,0.7399159013081289,0.6325574532125667,0.6677640714151128,0.5339779416714615,0.6885533843975099,0.6697110826438424,0.6538459581056412,0.52750929570279,0.6779089743784323,0.6714126444694547,0.5035288835767738,0.6690787671867224,0.6467370413016353,0.521490883454717
cgSYN000029,0.7399458974508539,0.793196248099674,0.7642313533656462,0.790087702303137,0.8049037445542059,0.7224776543585677,0.7472298034230572,0.7333761228949686,0.692456465588619,0.7915762101322038,0.8616912539100446,0.7845734207304282,0.7141346215622206,0.8695746598470142,0.6642716496805561,0.7257527715255497,0.7170407724012736,0.7924446535373693,0.8138981998258177,0.8846977307292715,0.7830653732693295,0.7244063830446525,0.7599947370997283,0.7692522643847532,0.7603852103980553,0.7966410364450344,0.8091940754106209,0.7732753154545277
cgSYN000030,0.07560038905876681,0.2433089601237009,0.19049066674473203,0.2557198465396327,0.1548570241949315,0.25040780418752395,0.21921085027582296,0.14464600515385642,0.17775652706864864,0.2893261115102734,0.1026791839290053,0.0751402429105513,0.20022611325574485,0.2192030540700284,0.13443706620977564,0.19563416374969303,0.13256186110744628,0.17368106402980354,0.25429246830267105,0.21871145418597673,0.26690460466365906,0.21755348600718552,0.2841906185538121,0.15230176537178758,0.1311838360886703,0.17352927001898633,0.12742460047496817,0.2668584276857807
cgSYN000031,0.5677227685295916,0.5812991080622074,0.5142421533268404,0.5189147211375702,0.5970800717379376,0.6063665099730489,0.6148644079810645,0.47362212200064346,0.48676469865657523,0.47933994836277666,0.5195633194443126,0.5028212951435679,0.561311649504222,0.5309487276862775,0.5892878149804942,0.5409304713594405,0.6262778013641668,0.4942186779006822,0.6240930039068141,0.5746846182573684,0.5476105944577669,0.5616965030568234,0.5634936745272744,0.528808824365316,0.4585278082216157,0.5992991872898487,0.533983158017314,0.5686285354989681
cgSYN000032,0.2763506787693665,0.25009905864045107,0.3116553761493925,0.2940456948067224,0.2575162786963186,0.32471336662805905,0.2659353506615853,0.351822669728491,0.28007448329416107,0.3619265993770014,0.22761453304898102,0.16861591727246586,0.22056971792311686,0.3212820928905735,0.2411854652355014,0.28523577411883766,0.25433763673975884,0.3358630475339548,0.22955167882093214,0.2528265371214645,0.2774650214741581,0.3217533330770385,0.2650688628665932,0.22174700780479883,0.2331775418886024,0.33231031704917574,0.1998125766539683,0.11127881262471165
cgSYN000033,0.5522195958757115,0.6290776109258014,0.6103397774271364,0.6030778452676844,0.5945380080464794,0.6745940288242284,0.6328903130940347,0.5965546018328283,0.6901967718643462,0.7360378923003114,0.7417452461554669,0.599436019090075,0.6394981149587546,0.6631935847332604,0.6242362829390891,0.5795146303358744,0.6260950039936936,0.5899982182947557,0.5511444680350145,0.6524110880475441,0.6087118761846005,0.6520915097882619,0.6737662004478797,0.6236100023209201,0.6176142929731061,0.6089934277086205,0.6444852935859581,0.6408455850897699
cgSYN000034,0.39825876028007123,0.5243755440783272,0.41094718400482066,0.5349107447577484,0.45023896955841275,0.5473712348817191,0.5903940409241818,0.5416507769878994,0.5057538800235095,0.6374999729773273,0.4725329375364672,0.3981643517049207,0.5103820167937426,0.5908954834129825,0.5328311573004694,0.42818715183979666,0.4736525320745048,0.48644005126452683,0.5171905006116355,0.5749539395541673,0.504743782307914,0.4984908276232755,0.5308095021899999,0.5844316184896186,0.51764386386561,0.5029180359706941,0.5468637766813236,0.6719494303845318
cgSYN000035,0.7445588857426003,0.797755754036422,0.7750649192281331,0.6755255120002082,0.7425212223144503,0.6759248200511934,0.74353789533031,0.730437412753729,0.6756691601169181,0.6979447861407235,0.6998753050331702,0.8887737639081557,0.7823554136194918,0.7922931598037452,0.6123097808215947,0.8297389878731031,0.7304832601324853,0.7669166916200316,0.7991171904856837,0.838327015793456,0.7307637521926585,0.7654182280686304,0.8435276467770024,0.8213896055004737,0.847566817831015,0.6405306416488425,0.8084115398801619,0.7156393491045443
cgSYN000036,0.38671121135264663,0.3588868752968781,0.40354748890836933,0.3764680960911351,0.3555425799234584,0.48096789138270857,0.351478393023978,0.4388381811316997,0.2688680712573407,0.4169397418297647,0.4931397814638432,0.42281783122395245,0.398278109841266,0.43667687188668336,0.31829898147420044,0.35173291067133344,0.3213072271201026,0.3794155931508384,0.33517718784585954,0.45780464014896294,0.42465394862776906,0.34313838609939007,0.4668316572040966,0.3307043723536882,0.42387640654927494,0.5261486473625405,0.5255003808179725,0.508530712270429
cgSYN000037,0.27892136587801447,0.16874201034755953,0.11328803812894804,0.20100557297965563,0.24158943157216164,0.28459058724157793,0.22094142649344967,0.12464109096835473,0.15320020286331065,0.1676802224385616,0.15287826171367833,0.3946391993431704,0.2235381679711228,0.13409346579163037,0.09265132873462147,0.2343999648179948,0.27300972209485497,0.21395072269950244,0.11306062855723087,0.1530858673885122,0.3131169306120905,0.21792880866730407,0.18600562386139918,0.14664348794447774,0.2358563652775956,0.16011624015048373,0.22541875824415109,0.25436742036603965
cgSYN000038,0.42670614708735466,0.2709813486340414,0.2754324594978008,0.3721534446412808,0.32350123432654965,0.2865222044604913,0.3523920451452401,0.2242289313531086,0.3372056883679646,0.3605571535566487,0.32642577089636776,0.418691841776843,0.40894142653537474,0.33270581473308425,0.3130816663528901,0.308671955127574,0.42391723622590416,0.25552569573557654,0.35149806806870587,0.49253573517798677,0.4110827561906665,0.34019710536291076,0.3211340607649708,0.4019578404040539,0.3381794451751965,0.43083350710567775,0.3448461398398514,0.3239612007428834
cgSYN000039,0.5920924470966601,0.5927148509038823,0.5936619032409675,0.6321912253990565,0.6202194309647697,0.6626812257149804,0.5397340816918356,0.539432296755307,0.5978111942537808,0.5658067730753705,0.6805949682551268,0.5383449260510975,0.5158046135477922,0.6206006763022596,0.4640265022230171,0.5747773605323918,0.6604577509160395,0.7424683411978819,0.6695137530785499,0.5660491669171919,0.5753150338177498,0.5880086584185324,0.5988925382392446,0.5249688861042269,0.4946442460563835,0.5024835694695861,0.5704884863582746,0.689950496862119
cgSYN000040,0.4473975062030733,0.3619541643286171,0.4016936356868668,0.5412716406819912,0.4747839156074694,0.5085921780664919,0.4060615728069616,0.3527567498203898,0.46600763456071526,0.4948864899330291,0.285256887099827,0.5331970557164433,0.4251360809123033,0.44533944524773983,0.3554582002786397,0.5060099162643281,0.4075493451994311,0.4817882545038658,0.4439027749536707,0.5368128122572378,0.4443846417794724,0.533219455157422,0.4441395914443624,0.522280988701361,0.503024955699185,0.3836032901977152,0.4885735884495599,0.4223419104946299
cgSYN000041,0.33841403172422496,0.32364044779017276,0.2851717271372111,0.31533466177569314,0.3268558335778457,0.2623666098393418,0.34274868407622033,0.29566905451816655,0.3320910797412197,0.280189272653154,0.4407470776849186,0.3049662601799334,0.39261285572798654,0.4059636604337392,0.37629766600749714,0.26928947797703634,0.2844182369893951,0.4622671903505713,0.4161860506817229,0.2962628124728043,0.3650457273855967,0.4447669357425431,0.4638232121795587,0.4325061527266142,0.40876980654721884,0.5076641896576023,0.3976059558325195,0.4553662496313196
cgSYN000042,0.30213992542173035,0.30784427656894536,0.3109436780189774,0.23235894037061583,0.3231490048714497,0.2045028196534578,0.2050478022423248,0.243195178527786,0.26609537442209436,0.15723363189972556,0.18908429427795134,0.27488587377078344,0.34504664990900136,0.29263595134909,0.22863573596710263,0.20776827118162025,0.3008759229495725,0.3262359421031982,0.26251355607648935,0.27495549683491183,0.3258596657083612,0.24665932564029872,0.23560338048205243,0.39224441767033824,0.2064109901240527,0.31109483849678327,0.357879410858095,0.2508989482306299
cgSYN000043,0.5978075886223178,0.5569708271531124,0.554108686844179,0.5030424464026583,0.5266998272614586,0.6260839074267421,0.46126084797386746,0.4683827710456925,0.4899020416181786,0.5860279932782572,0.5630622155800359,0.4923730359618051,0.5264422242761757,0.5901348947090158,0.5347189474607492,0.553451020985118,0.4567852936821617,0.5828806513462332,0.6339920885004221,0.4929286142893879,0.45770286404198546,0.598797199064454,0.4114310305733283,0.4796535435882081,0.5112862476577862,0.4953723607919737,0.42320257322800325,0.47085050173377707
cgSYN000044,0.12213532181522863,0.2658651242816018,0.23781708909113883,0.18345192770191573,0.18896610782750367,0.2014837907462305,0.23502624282230264,0.13804896409310807,0.20576830372131538,0.26069034293937776,0.14866578399273894,0.19482396007527286,0.20118485066042704,0.15066215033928138,0.13432601767580754,0.15903310906997226,0.2111482361145877,0.23963682918375973,0.22158477198978516,0.2301955568586793,0.0770483556136555,0.18396499421793552,0.25832368079079493,0.19882389619381713,0.30603795328312144,0.290039533600769,0.2789755563784644,0.17035097523772272
cgSYN000045,0.46865911157881424,0.5302282279918991,0.47921734498164004,0.5682968362583861,0.5669666746915376,0.43350858503167145,0.36030473561861903,0.3909382033530436,0.56174570706288,0.46618482834035374,0.39356218767856993,0.48052402167713815,0.6249288395532655,0.5409412156408914,0.4409914480797455,0.44441721536159573,0.48394824290743577,0.4968740607540859,0.45850737856545437,0.5178552872904665,0.554630873565532,0.5116228837467005,0.47909702507313373,0.423809402032483,0.5783078849238402,0.4787046694559781,0.45110247749463867,0.5262453567353332
cgSYN000046,0.3738862132735611,0.4376150564910172,0.300083983668713,0.37779828488895995,0.40597570718999443,0.3300846514276492,0.31139164830880983,0.3763193673897529,0.3643145606865089,0.43076650430190855,0.3180610072694773,0.27280090739955154,0.3414980861070467,0.39621116300424775,0.2939062634328742,0.27948392375412645,0.38445926019523746,0.4127480265549621,0.3360402879719898,0.3447544867749147,0.2788060846306552,0.4117594226234125,0.32749604799947024,0.38413607414858086,0.3902472372239929,0.510637006841284,0.5108855960360678,0.5339149331682926
cgSYN000047,0.31625506534189357,0.27858276559484946,0.2683196218836091,0.2722676729811103,0.3545317384017831,0.2303071187332901,0.26992442375719694,0.3519199171744367,0.2006083673953596,0.15068303561772062,0.2757173140210305,0.3189061543341979,0.34408555962011317,0.3043235118745201,0.29744688550661147,0.20242345240023782,0.24056873688122074,0.15345089605349255,0.19953774759818793,0.22854692043980418,0.1764175935371214,0.27110502716842444,0.2727541435292612,0.27433501804479044,0.2203788563707781,0.31186991874586456,0.3338254601931574,0.21818074686900407
cgSYN000048,0.7623667662032142,0.7595132676706262,0.7370901141404609,0.6900158140563257,0.6904212171439863,0.70628852895092,0.7397130843472501,0.7348240412374143,0.6653043968662908,0.7323743919516695,0.6890622786030531,0.825797691107214,0.6702703701579138,0.68774118685041,0.814681921743846,0.8028045044601753,0.823802279494903,0.795593252301521,0.7270573371411819,0.7272242217136274,0.7974269076473275,0.7284724545975478,0.6537276037035589,0.7056401664932058,0.6914479528318332,0.837220731144455,0.820132345113693,0.7185289332206861
cgSYN000049,0.2532178042163682,0.37357004571691566,0.23382605860034678,0.2637761755196748,0.18846116304820865,0.3078876396378617,0.19185505453099205,0.26202635326892115,0.2100158597505765,0.2743887187693536,0.23594933614617533,0.32357310364361214,0.22882662197321468,0.2807599554770005,0.24127968216076637,0.26476879534448416,0.2992335655660194,0.13763258135224277,0.3211641981040841,0.19720168782294104,0.24415342386879613,0.29592020052067575,0.2922295140885438,0.2848945660261921,0.2732470516454268,0.25446763335179656,0.34269797519189427,0.36315365275427425
cgSYN000050,0.8502746893376893,0.8190521538259975,0.6360096840136853,0.682959882592655,0.7685639205751054,0.7110344011590428,0.7784297681352792,0.7965214312519643,0.8043303483098074,0.8059785393101252,0.7561441958241941,0.7771739680189238,0.7175429347446872,0.7181269594504737,0.7364184563094803,0.7673062445892925,0.7000549287761084,0.749375369119558,0.77766749701236,0.6931495576871349,0.7086119040852981,0.7356252138985893,0.7522990943649192,0.737791176538031,0.634922257483842,0.7347772615096402,0.7190936358950872,0.7462762098632826
cgSYN000051,0.1604802514299662,0.19318252486337312,0.23732943139225943,0.195430272140113,0.19735979226507994,0.319373426661547,0.17287521689096064,0.17717972244892527,0.3079827102422384,0.2176693727427913,0.1725309408059429,0.1817929650167636,0.17532441015750766,0.13817370933521836,0.3529841572578089,0.22427012511948802,0.2984003970468923,0.22034267181669184,0.3264794883176957,0.21351123258412208,0.17168882973231805,0.24711539204628308,0.14162231496283903,0.14113691895993966,0.23246052350423638,0.2017690072756902,0.19294198397887105,0.08463982469136508
cgSYN000052,0.4479466374899826,0.4100484568015764,0.28175547130464285,0.4840438366147207,0.3176968351276972,0.37554376637240866,0.3624184156893752,0.3559496472294248,0.3547111144435983,0.4158080753090033,0.4226659148325657,0.541626139828198,0.4710676830108233,0.4893298232858234,0.4267786092695396,0.37039491586392653,0.4157994692961433,0.3930955206090152,0.475180532988367,0.4251711205570085,0.3240714439667927,0.45496261424427886,0.36456410332746925,0.34718300597560586,0.3674706038628164,0.3575721458541393,0.3773843472899489,0.35871542167575354
